set L := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28 F101 F102 F103 F104 F105 F106 F107 F108 F109 F110 k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set I := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28;
set J := F101 F102 F103 F104 F105 F106 F107 F108 F109 F110;
set K := k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set S := small medium large;
set T := deliver return both;
set F := ingest both;
set MaxH := 2;

param Max_Capital_Cost:= 15000000;  #capital investing $ given
param Mile_Cost:= 4;  #mile cost in $ per mile
param Truck_Size:= 6000;  #the max size of a truck in packages
param Load_Cost:= 50;  #the loading cost per truck in $
param Unload_Cost:= 50;  #the unloading cost per truck in $
param Hops:= 2;  #number of hops allowed
param Fixed_Trucks_Cost:= 550; #the min trans cost per truck in $

param capital:= 
k32 k16 222
k32 k17 74
k32 k18 236
k32 k19 252
k32 k20 240
k32 k21 319
k32 k22 223
k32 k23 351
k32 k24 118
k32 k25 140
k32 k26 111
k32 k27 96
k32 k28 61
k32 k29 43
k32 k30 44
k32 k31 66
k32 k32 0
k32 k33 226
k32 k34 72
k32 k35 245
k32 k36 78
k32 k37 107
k32 k38 97
k32 k39 89
k32 k40 106
k32 k41 117
k32 k42 145
k32 k43 263
k32 k44 122
k32 k45 271
k32 k46 277
k32 k47 179
k32 k48 459
k32 k49 241
k32 k50 226
k32 k51 133
k32 k52 130
k32 k53 95
k32 k54 65
k32 k55 45
k32 k56 30
k32 k57 265
k32 k58 172
k32 k59 143
k32 k60 88
k32 k61 88
k32 k62 245
k32 k63 219
k32 k64 255
k32 k65 307
k32 k66 201
k32 k67 303
k32 k68 92
k32 k69 132
k32 k70 248
k32 k71 89
k32 k72 93
k32 k73 200
k32 k74 223
k32 k75 88
k32 k76 148
k33 i1 524
k33 i2 236
k33 i3 142
k33 i4 255
k33 i5 300
k33 i6 111
k33 i7 7
k33 i8 266
k33 i9 323
k33 i10 328
k33 i11 313
k33 i12 69
k33 i13 380
k33 i14 233
k33 i15 211
k33 i16 1222
k33 i17 328
k33 i18 445
k33 i19 194
k33 i20 298
k33 i21 24
k33 i22 173
k33 i23 2084
k33 i24 225
k33 i25 337
k33 i26 461
k33 i27 198
k33 i28 1067
k33 F101 81
k33 F102 556
k33 F103 198
k33 F104 170
k33 F105 33
k33 F106 61
k33 F107 255
k33 F108 405
k33 F109 428
k33 F110 221
k33 k1 398
k33 k2 343
k33 k3 364
k33 k4 524
k33 k5 476
k33 k6 274
k33 k7 300
k33 k8 437
k33 k9 509
k33 k10 243
k33 k11 221
k33 k12 354
k33 k13 446
k33 k14 454
k33 k15 255
k33 k16 315
k33 k17 210
k33 k18 176
k33 k19 319
k33 k20 302
k33 k21 221
k33 k22 222
k33 k23 171
k33 k24 236
k33 k25 184
k33 k26 191
k33 k27 194
k33 k28 233
k33 k29 254
k33 k30 194
k33 k31 162
k33 k32 226
k33 k33 0
k33 k34 298
k33 k35 20
k33 k36 303
k33 k37 331
k33 k38 322
k33 k39 314
k33 k40 326
k33 k41 338
k33 k42 346
k33 k43 475
k33 k44 259
k33 k45 479
k33 k46 470
k33 k47 264
k33 k48 639
k33 k49 264
k33 k50 181
k33 k51 182
k33 k52 182
k33 k53 298
k33 k54 251
k33 k55 257
k33 k56 237
k33 k57 46
k33 k58 55
k33 k59 83
k33 k60 313
k33 k61 311
k33 k62 39
k33 k63 69
k33 k64 471
k33 k65 504
k33 k66 226
k33 k67 440
k33 k68 308
k33 k69 325
k33 k70 241
k33 k71 254
k33 k72 317
k33 k73 151
k33 k74 154
k33 k75 170
k33 k76 249
k34 i1 729
k34 i2 156
k34 i3 440
k34 i4 55
k34 i5 599
k34 i6 186
k34 i7 298
k34 i8 32
k34 i9 26
k34 i10 31
k34 i11 18
k34 i12 287
k34 i13 111
k34 i14 102
k34 i15 89
k34 i16 1495
k34 i17 55
k34 i18 187
k34 i19 113
k34 i20 0
k34 i21 277
k34 i22 149
k34 i23 2382
k34 i24 87
k34 i25 373
k34 i26 209
k34 i27 106
k34 i28 1351
k34 F101 220
k34 F102 346
k34 F103 185
k34 F104 240
k34 F105 323
k34 F106 358
k34 F107 89
k34 F108 168
k34 F109 147
k34 F110 109
k34 k1 136
k34 k2 45
k34 k3 81
k34 k4 729
k34 k5 208
k34 k6 36
k34 k7 599
k34 k8 168
k34 k9 266
k34 k10 270
k34 k11 247
k34 k12 145
k34 k13 234
k34 k14 171
k34 k15 55
k34 k16 244
k34 k17 128
k34 k18 286
k34 k19 279
k34 k20 271
k34 k21 381
k34 k22 275
k34 k23 421
k34 k24 156
k34 k25 197
k34 k26 167
k34 k27 153
k34 k28 102
k34 k29 64
k34 k30 113
k34 k31 139
k34 k32 72
k34 k33 298
k34 k34 0
k34 k35 317
k34 k36 7
k34 k37 34
k34 k38 26
k34 k39 19
k34 k40 40
k34 k41 50
k34 k42 95
k34 k43 196
k34 k44 131
k34 k45 206
k34 k46 220
k34 k47 195
k34 k48 403
k34 k49 284
k34 k50 286
k34 k51 191
k34 k52 189
k34 k53 81
k34 k54 91
k34 k55 62
k34 k56 74
k34 k57 338
k34 k58 244
k34 k59 215
k34 k60 16
k34 k61 24
k34 k62 316
k34 k63 287
k34 k64 186
k34 k65 247
k34 k66 234
k34 k67 274
k34 k68 39
k34 k69 94
k34 k70 298
k34 k71 116
k34 k72 24
k34 k73 253
k34 k74 288
k34 k75 146
k34 k76 167
k35 i1 522
k35 i2 257
k35 i3 125
k35 i4 275
k35 i5 281
k35 i6 131
k35 i7 19
k35 i8 285
k35 i9 342
k35 i10 346
k35 i11 331
k35 i12 69
k35 i13 397
k35 i14 254
k35 i15 230
k35 i16 1209
k35 i17 345
k35 i18 460
k35 i19 214
k35 i20 317
k35 i21 45
k35 i22 194
k35 i23 2064
k35 i24 242
k35 i25 352
k35 i26 476
k35 i27 218
k35 i28 1053
k35 F101 101
k35 F102 567
k35 F103 208
k35 F104 189
k35 F105 15
k35 F106 40
k35 F107 271
k35 F108 420
k35 F109 444
k35 F110 241
k35 k1 414
k35 k2 362
k35 k3 381
k35 k4 522
k35 k5 491
k35 k6 293
k35 k7 281
k35 k8 453
k35 k9 523
k35 k10 261
k35 k11 225
k35 k12 367
k35 k13 458
k35 k14 470
k35 k15 275
k35 k16 335
k35 k17 230
k35 k18 175
k35 k19 338
k35 k20 321
k35 k21 230
k35 k22 239
k35 k23 169
k35 k24 257
k35 k25 205
k35 k26 212
k35 k27 215
k35 k28 254
k35 k29 274
k35 k30 214
k35 k31 182
k35 k32 245
k35 k33 20
k35 k34 317
k35 k35 0
k35 k36 322
k35 k37 350
k35 k38 340
k35 k39 332
k35 k40 344
k35 k41 356
k35 k42 362
k35 k43 492
k35 k44 272
k35 k45 494
k35 k46 485
k35 k47 273
k35 k48 652
k35 k49 282
k35 k50 197
k35 k51 203
k35 k52 202
k35 k53 319
k35 k54 272
k35 k55 277
k35 k56 257
k35 k57 40
k35 k58 76
k35 k59 102
k35 k60 332
k35 k61 329
k35 k62 27
k35 k63 69
k35 k64 488
k35 k65 518
k35 k66 231
k35 k67 449
k35 k68 326
k35 k69 341
k35 k70 257
k35 k71 275
k35 k72 335
k35 k73 154
k35 k74 169
k35 k75 186
k35 k76 260
k36 i1 737
k36 i2 164
k36 i3 445
k36 i4 62
k36 i5 604
k36 i6 191
k36 i7 303
k36 i8 37
k36 i9 20
k36 i10 24
k36 i11 10
k36 i12 290
k36 i13 103
k36 i14 109
k36 i15 95
k36 i16 1502
k36 i17 48
k36 i18 179
k36 i19 119
k36 i20 7
k36 i21 282
k36 i22 156
k36 i23 2387
k36 i24 89
k36 i25 381
k36 i26 201
k36 i27 112
k36 i28 1357
k36 F101 225
k36 F102 338
k36 F103 185
k36 F104 247
k36 F105 327
k36 F106 362
k36 F107 87
k36 F108 160
k36 F109 140
k36 F110 116
k36 k1 128
k36 k2 40
k36 k3 74
k36 k4 737
k36 k5 200
k36 k6 43
k36 k7 604
k36 k8 160
k36 k9 258
k36 k10 278
k36 k11 246
k36 k12 138
k36 k13 227
k36 k14 164
k36 k15 62
k36 k16 251
k36 k17 135
k36 k18 287
k36 k19 287
k36 k20 279
k36 k21 388
k36 k22 283
k36 k23 428
k36 k24 164
k36 k25 205
k36 k26 175
k36 k27 160
k36 k28 109
k36 k29 72
k36 k30 119
k36 k31 145
k36 k32 78
k36 k33 303
k36 k34 7
k36 k35 322
k36 k36 0
k36 k37 28
k36 k38 19
k36 k39 12
k36 k40 33
k36 k41 42
k36 k42 88
k36 k43 189
k36 k44 129
k36 k45 199
k36 k46 212
k36 k47 192
k36 k48 395
k36 k49 291
k36 k50 294
k36 k51 198
k36 k52 196
k36 k53 88
k36 k54 99
k36 k55 70
k36 k56 81
k36 k57 343
k36 k58 250
k36 k59 220
k36 k60 10
k36 k61 16
k36 k62 320
k36 k63 290
k36 k64 179
k36 k65 240
k36 k66 233
k36 k67 267
k36 k68 32
k36 k69 88
k36 k70 306
k36 k71 123
k36 k72 16
k36 k73 255
k36 k74 295
k36 k75 149
k36 k76 165
k37 i1 762
k37 i2 187
k37 i3 474
k37 i4 89
k37 i5 632
k37 i6 220
k37 i7 331
k37 i8 65
k37 i9 8
k37 i10 3
k37 i11 18
k37 i12 316
k37 i13 82
k37 i14 135
k37 i15 123
k37 i16 1530
k37 i17 38
k37 i18 158
k37 i19 148
k37 i20 34
k37 i21 311
k37 i22 184
k37 i23 2414
k37 i24 114
k37 i25 401
k37 i26 180
k37 i27 140
k37 i28 1386
k37 F101 254
k37 F102 321
k37 F103 204
k37 F104 273
k37 F105 355
k37 F106 390
k37 F107 105
k37 F108 144
k37 F109 114
k37 F110 142
k37 k1 108
k37 k2 12
k37 k3 50
k37 k4 762
k37 k5 175
k37 k6 69
k37 k7 632
k37 k8 136
k37 k9 237
k37 k10 300
k37 k11 263
k37 k12 131
k37 k13 212
k37 k14 137
k37 k15 89
k37 k16 267
k37 k17 161
k37 k18 308
k37 k19 304
k37 k20 297
k37 k21 414
k37 k22 307
k37 k23 456
k37 k24 187
k37 k25 231
k37 k26 201
k37 k27 187
k37 k28 135
k37 k29 98
k37 k30 148
k37 k31 174
k37 k32 107
k37 k33 331
k37 k34 34
k37 k35 350
k37 k36 28
k37 k37 0
k37 k38 9
k37 k39 17
k37 k40 20
k37 k41 21
k37 k42 77
k37 k43 163
k37 k44 142
k37 k45 173
k37 k46 191
k37 k47 204
k37 k48 373
k37 k49 313
k37 k50 320
k37 k51 224
k37 k52 222
k37 k53 102
k37 k54 122
k37 k55 95
k37 k56 108
k37 k57 371
k37 k58 278
k37 k59 248
k37 k60 18
k37 k61 23
k37 k62 347
k37 k63 316
k37 k64 151
k37 k65 217
k37 k66 250
k37 k67 258
k37 k68 37
k37 k69 84
k37 k70 329
k37 k71 145
k37 k72 15
k37 k73 277
k37 k74 322
k37 k75 174
k37 k76 179
k38 i1 755
k38 i2 180
k38 i3 464
k38 i4 80
k38 i5 622
k38 i6 210
k38 i7 321
k38 i8 56
k38 i9 3
k38 i10 6
k38 i11 8
k38 i12 307
k38 i13 87
k38 i14 127
k38 i15 114
k38 i16 1521
k38 i17 37
k38 i18 163
k38 i19 139
k38 i20 26
k38 i21 301
k38 i22 175
k38 i23 2405
k38 i24 104
k38 i25 396
k38 i26 185
k38 i27 131
k38 i28 1376
k38 F101 244
k38 F102 324
k38 F103 196
k38 F104 265
k38 F105 345
k38 F106 381
k38 F107 97
k38 F108 147
k38 F109 121
k38 F110 134
k38 k1 112
k38 k2 22
k38 k3 56
k38 k4 755
k38 k5 182
k38 k6 61
k38 k7 622
k38 k8 143
k38 k9 242
k38 k10 294
k38 k11 255
k38 k12 130
k38 k13 214
k38 k14 145
k38 k15 80
k38 k16 264
k38 k17 153
k38 k18 299
k38 k19 300
k38 k20 293
k38 k21 407
k38 k22 300
k38 k23 447
k38 k24 180
k38 k25 223
k38 k26 193
k38 k27 179
k38 k28 127
k38 k29 90
k38 k30 139
k38 k31 164
k38 k32 97
k38 k33 322
k38 k34 26
k38 k35 340
k38 k36 19
k38 k37 9
k38 k38 0
k38 k39 7
k38 k40 19
k38 k41 25
k38 k42 77
k38 k43 170
k38 k44 135
k38 k45 181
k38 k46 196
k38 k47 198
k38 k48 379
k38 k49 307
k38 k50 312
k38 k51 217
k38 k52 215
k38 k53 98
k38 k54 115
k38 k55 88
k38 k56 100
k38 k57 362
k38 k58 268
k38 k59 238
k38 k60 9
k38 k61 14
k38 k62 338
k38 k63 307
k38 k64 160
k38 k65 223
k38 k66 242
k38 k67 258
k38 k68 30
k38 k69 82
k38 k70 323
k38 k71 139
k38 k72 6
k38 k73 268
k38 k74 314
k38 k75 164
k38 k76 171
k39 i1 749
k39 i2 176
k39 i3 456
k39 i4 74
k39 i5 614
k39 i6 202
k39 i7 313
k39 i8 48
k39 i9 10
k39 i10 14
k39 i11 1
k39 i12 299
k39 i13 92
k39 i14 121
k39 i15 106
k39 i16 1514
k39 i17 38
k39 i18 168
k39 i19 131
k39 i20 19
k39 i21 293
k39 i22 168
k39 i23 2397
k39 i24 96
k39 i25 392
k39 i26 190
k39 i27 124
k39 i28 1369
k39 F101 236
k39 F102 328
k39 F103 189
k39 F104 259
k39 F105 337
k39 F106 373
k39 F107 90
k39 F108 150
k39 F109 128
k39 F110 128
k39 k1 117
k39 k2 30
k39 k3 62
k39 k4 749
k39 k5 188
k39 k6 55
k39 k7 614
k39 k8 148
k39 k9 247
k39 k10 289
k39 k11 249
k39 k12 130
k39 k13 217
k39 k14 152
k39 k15 74
k39 k16 261
k39 k17 147
k39 k18 292
k39 k19 297
k39 k20 289
k39 k21 400
k39 k22 295
k39 k23 440
k39 k24 176
k39 k25 217
k39 k26 187
k39 k27 172
k39 k28 121
k39 k29 84
k39 k30 131
k39 k31 156
k39 k32 89
k39 k33 314
k39 k34 19
k39 k35 332
k39 k36 12
k39 k37 17
k39 k38 7
k39 k39 0
k39 k40 21
k39 k41 30
k39 k42 78
k39 k43 177
k39 k44 129
k39 k45 187
k39 k46 200
k39 k47 193
k39 k48 384
k39 k49 303
k39 k50 306
k39 k51 210
k39 k52 208
k39 k53 96
k39 k54 110
k39 k55 82
k39 k56 93
k39 k57 354
k39 k58 260
k39 k59 230
k39 k60 4
k39 k61 9
k39 k62 330
k39 k63 299
k39 k64 167
k39 k65 228
k39 k66 236
k39 k67 259
k39 k68 27
k39 k69 81
k39 k70 318
k39 k71 135
k39 k72 4
k39 k73 261
k39 k74 307
k39 k75 157
k39 k76 166
k40 i1 769
k40 i2 197
k40 i3 469
k40 i4 94
k40 i5 625
k40 i6 215
k40 i7 325
k40 i8 65
k40 i9 22
k40 i10 21
k40 i11 22
k40 i12 307
k40 i13 70
k40 i14 142
k40 i15 123
k40 i16 1531
k40 i17 17
k40 i18 146
k40 i19 149
k40 i20 40
k40 i21 306
k40 i22 187
k40 i23 2407
k40 i24 104
k40 i25 414
k40 i26 168
k40 i27 141
k40 i28 1385
k40 F101 250
k40 F102 306
k40 F103 189
k40 F104 279
k40 F105 348
k40 F106 384
k40 F107 89
k40 F108 128
k40 F109 108
k40 F110 149
k40 k1 95
k40 k2 30
k40 k3 42
k40 k4 769
k40 k5 167
k40 k6 76
k40 k7 625
k40 k8 127
k40 k9 225
k40 k10 311
k40 k11 245
k40 k12 111
k40 k13 195
k40 k14 133
k40 k15 94
k40 k16 282
k40 k17 167
k40 k18 293
k40 k19 319
k40 k20 311
k40 k21 420
k40 k22 316
k40 k23 457
k40 k24 197
k40 k25 237
k40 k26 207
k40 k27 192
k40 k28 142
k40 k29 105
k40 k30 149
k40 k31 172
k40 k32 106
k40 k33 326
k40 k34 40
k40 k35 344
k40 k36 33
k40 k37 20
k40 k38 19
k40 k39 21
k40 k40 0
k40 k41 11
k40 k42 58
k40 k43 158
k40 k44 123
k40 k45 167
k40 k46 179
k40 k47 185
k40 k48 362
k40 k49 324
k40 k50 326
k40 k51 231
k40 k52 228
k40 k53 117
k40 k54 132
k40 k55 103
k40 k56 113
k40 k57 367
k40 k58 274
k40 k59 243
k40 k60 25
k40 k61 17
k40 k62 340
k40 k63 307
k40 k64 149
k40 k65 207
k40 k66 232
k40 k67 239
k40 k68 20
k40 k69 63
k40 k70 339
k40 k71 156
k40 k72 16
k40 k73 263
k40 k74 326
k40 k75 164
k40 k76 160
k41 i1 779
k41 i2 206
k41 i3 480
k41 i4 105
k41 i5 637
k41 i6 227
k41 i7 337
k41 i8 76
k41 i9 27
k41 i10 24
k41 i11 31
k41 i12 318
k41 i13 62
k41 i14 152
k41 i15 134
k41 i16 1542
k41 i17 20
k41 i18 138
k41 i19 160
k41 i20 50
k41 i21 318
k41 i22 198
k41 i23 2418
k41 i24 115
k41 i25 421
k41 i26 160
k41 i27 153
k41 i28 1397
k41 F101 262
k41 F102 299
k41 F103 198
k41 F104 290
k41 F105 360
k41 F106 396
k41 F107 99
k41 F108 122
k41 F109 98
k41 F110 159
k41 k1 87
k41 k2 26
k41 k3 31
k41 k4 779
k41 k5 157
k41 k6 86
k41 k7 637
k41 k8 117
k41 k9 217
k41 k10 320
k41 k11 254
k41 k12 110
k41 k13 190
k41 k14 122
k41 k15 105
k41 k16 289
k41 k17 178
k41 k18 302
k41 k19 325
k41 k20 318
k41 k21 431
k41 k22 325
k41 k23 468
k41 k24 206
k41 k25 248
k41 k26 218
k41 k27 203
k41 k28 152
k41 k29 115
k41 k30 160
k41 k31 184
k41 k32 117
k41 k33 338
k41 k34 50
k41 k35 356
k41 k36 42
k41 k37 21
k41 k38 25
k41 k39 30
k41 k40 11
k41 k41 0
k41 k42 55
k41 k43 147
k41 k44 131
k41 k45 156
k41 k46 170
k41 k47 192
k41 k48 353
k41 k49 333
k41 k50 336
k41 k51 241
k41 k52 239
k41 k53 123
k41 k54 141
k41 k55 113
k41 k56 123
k41 k57 379
k41 k58 286
k41 k59 255
k41 k60 34
k41 k61 28
k41 k62 351
k41 k63 318
k41 k64 137
k41 k65 197
k41 k66 240
k41 k67 236
k41 k68 31
k41 k69 65
k41 k70 348
k41 k71 165
k41 k72 25
k41 k73 274
k41 k74 337
k41 k75 175
k41 k76 168
k42 i1 813
k42 i2 250
k42 i3 487
k42 i4 144
k42 i5 639
k42 i6 240
k42 i7 344
k42 i8 109
k42 i9 80
k42 i10 79
k42 i11 79
k42 i12 315
k42 i13 36
k42 i14 193
k42 i15 161
k42 i16 1562
k42 i17 40
k42 i18 102
k42 i19 189
k42 i20 95
k42 i21 328
k42 i22 228
k42 i23 2415
k42 i24 122
k42 i25 468
k42 i26 121
k42 i27 181
k42 i28 1412
k42 F101 276
k42 F102 251
k42 F103 179
k42 F104 324
k42 F105 363
k42 F106 400
k42 F107 91
k42 F108 73
k42 F109 85
k42 F110 197
k42 k1 52
k42 k2 81
k42 k3 43
k42 k4 813
k42 k5 130
k42 k6 129
k42 k7 639
k42 k8 91
k42 k9 176
k42 k10 362
k42 k11 224
k42 k12 55
k42 k13 138
k42 k14 110
k42 k15 144
k42 k16 339
k42 k17 215
k42 k18 281
k42 k19 375
k42 k20 367
k42 k21 464
k42 k22 365
k42 k23 490
k42 k24 250
k42 k25 284
k42 k26 254
k42 k27 239
k42 k28 193
k42 k29 156
k42 k30 189
k42 k31 205
k42 k32 145
k42 k33 346
k42 k34 95
k42 k35 362
k42 k36 88
k42 k37 77
k42 k38 77
k42 k39 78
k42 k40 58
k42 k41 55
k42 k42 0
k42 k43 130
k42 k44 104
k42 k45 132
k42 k46 132
k42 k47 155
k42 k48 314
k42 k49 377
k42 k50 371
k42 k51 277
k42 k52 274
k42 k53 175
k42 k54 185
k42 k55 155
k42 k56 160
k42 k57 390
k42 k58 298
k42 k59 265
k42 k60 83
k42 k61 71
k42 k62 353
k42 k63 315
k42 k64 128
k42 k65 163
k42 k66 210
k42 k67 181
k42 k68 57
k42 k69 23
k42 k70 389
k42 k71 210
k42 k72 74
k42 k73 257
k42 k74 368
k42 k75 175
k42 k76 137
k43 i1 925
k43 i2 348
k43 i3 617
k43 i4 251
k43 i5 770
k43 i6 368
k43 i7 473
k43 i8 223
k43 i9 171
k43 i10 166
k43 i11 178
k43 i12 445
k43 i13 95
k43 i14 298
k43 i15 281
k43 i16 1688
k43 i17 150
k43 i18 52
k43 i19 307
k43 i20 196
k43 i21 458
k43 i22 345
k43 i23 2544
k43 i24 251
k43 i25 557
k43 i26 61
k43 i27 299
k43 i28 1540
k43 F101 404
k43 F102 195
k43 F103 305
k43 F104 436
k43 F105 494
k43 F106 530
k43 F107 221
k43 F108 95
k43 F109 49
k43 F110 305
k43 k1 79
k43 k2 156
k43 k3 116
k43 k4 925
k43 k5 28
k43 k6 232
k43 k7 770
k43 k8 41
k43 k9 100
k43 k10 462
k43 k11 342
k43 k12 143
k43 k13 129
k43 k14 25
k43 k15 251
k43 k16 418
k43 k17 324
k43 k18 403
k43 k19 456
k43 k20 452
k43 k21 577
k43 k22 469
k43 k23 614
k43 k24 348
k43 k25 394
k43 k26 364
k43 k27 350
k43 k28 298
k43 k29 261
k43 k30 307
k43 k31 329
k43 k32 263
k43 k33 475
k43 k34 196
k43 k35 492
k43 k36 189
k43 k37 163
k43 k38 170
k43 k39 177
k43 k40 158
k43 k41 147
k43 k42 130
k43 k43 0
k43 k44 230
k43 k45 19
k43 k46 66
k43 k47 268
k43 k48 221
k43 k49 473
k43 k50 483
k43 k51 387
k43 k52 385
k43 k53 257
k43 k54 285
k43 k55 258
k43 k56 270
k43 k57 519
k43 k58 426
k43 k59 394
k43 k60 180
k43 k61 175
k43 k62 484
k43 k63 445
k43 k64 20
k43 k65 69
k43 k66 328
k43 k67 198
k43 k68 171
k43 k69 152
k43 k70 491
k43 k71 306
k43 k72 172
k43 k73 384
k43 k74 484
k43 k75 306
k43 k76 259
k44 i1 758
k44 i2 239
k44 i3 396
k44 i4 147
k44 i5 543
k44 i6 167
k44 i7 255
k44 i8 116
k44 i9 139
k44 i10 141
k44 i11 129
k44 i12 218
k44 i13 141
k44 i14 183
k44 i15 131
k44 i16 1481
k44 i17 112
k44 i18 191
k44 i19 154
k44 i20 131
k44 i21 246
k44 i22 188
k44 i23 2313
k44 i24 73
k44 i25 452
k44 i26 204
k44 i27 147
k44 i28 1325
k44 F101 202
k44 F102 300
k44 F103 75
k44 F104 283
k44 F105 271
k44 F106 308
k44 F107 44
k44 F108 148
k44 F109 189
k44 F110 180
k44 k1 150
k44 k2 153
k44 k3 141
k44 k4 758
k44 k5 224
k44 k6 145
k44 k7 543
k44 k8 189
k44 k9 250
k44 k10 339
k44 k11 122
k44 k12 95
k44 k13 188
k44 k14 213
k44 k15 147
k44 k16 344
k44 k17 193
k44 k18 176
k44 k19 374
k44 k20 362
k44 k21 415
k44 k22 335
k44 k23 418
k44 k24 239
k44 k25 251
k44 k26 224
k44 k27 211
k44 k28 183
k44 k29 158
k44 k30 154
k44 k31 153
k44 k32 122
k44 k33 259
k44 k34 131
k44 k35 272
k44 k36 129
k44 k37 142
k44 k38 135
k44 k39 129
k44 k40 123
k44 k41 131
k44 k42 104
k44 k43 230
k44 k44 0
k44 k45 229
k44 k46 213
k44 k47 64
k44 k48 380
k44 k49 358
k44 k50 327
k44 k51 243
k44 k52 241
k44 k53 202
k44 k54 185
k44 k55 159
k44 k56 151
k44 k57 305
k44 k58 219
k44 k59 187
k44 k60 133
k44 k61 120
k44 k62 260
k44 k63 218
k44 k64 232
k44 k65 247
k44 k66 109
k44 k67 193
k44 k68 104
k44 k69 81
k44 k70 361
k44 k71 211
k44 k72 128
k44 k73 153
k44 k74 317
k44 k75 93
k44 k76 36
k45 i1 936
k45 i2 360
k45 i3 620
k45 i4 261
k45 i5 771
k45 i6 372
k45 i7 476
k45 i8 231
k45 i9 181
k45 i10 177
k45 i11 188
k45 i12 446
k45 i13 100
k45 i14 308
k45 i15 288
k45 i16 1694
k45 i17 157
k45 i18 41
k45 i19 315
k45 i20 206
k45 i21 461
k45 i22 353
k45 i23 2542
k45 i24 255
k45 i25 571
k45 i26 45
k45 i27 307
k45 i28 1545
k45 F101 409
k45 F102 175
k45 F103 304
k45 F104 446
k45 F105 496
k45 F106 532
k45 F107 223
k45 F108 87
k45 F109 59
k45 F110 315
k45 k1 80
k45 k2 168
k45 k3 124
k45 k4 936
k45 k5 10
k45 k6 242
k45 k7 771
k45 k8 41
k45 k9 81
k45 k10 474
k45 k11 336
k45 k12 138
k45 k13 113
k45 k14 41
k45 k15 261
k45 k16 433
k45 k17 334
k45 k18 399
k45 k19 471
k45 k20 466
k45 k21 587
k45 k22 481
k45 k23 621
k45 k24 360
k45 k25 404
k45 k26 374
k45 k27 359
k45 k28 308
k45 k29 271
k45 k30 315
k45 k31 335
k45 k32 271
k45 k33 479
k45 k34 206
k45 k35 494
k45 k36 199
k45 k37 173
k45 k38 181
k45 k39 187
k45 k40 167
k45 k41 156
k45 k42 132
k45 k43 19
k45 k44 229
k45 k45 0
k45 k46 48
k45 k47 262
k45 k48 204
k45 k49 486
k45 k50 493
k45 k51 397
k45 k52 395
k45 k53 270
k45 k54 296
k45 k55 269
k45 k56 280
k45 k57 522
k45 k58 430
k45 k59 398
k45 k60 190
k45 k61 184
k45 k62 485
k45 k63 446
k45 k64 39
k45 k65 51
k45 k66 322
k45 k67 182
k45 k68 178
k45 k69 153
k45 k70 503
k45 k71 318
k45 k72 182
k45 k73 382
k45 k74 493
k45 k75 308
k45 k76 255
k46 i1 945
k46 i2 377
k46 i3 610
k46 i4 273
k46 i5 756
k46 i6 369
k46 i7 467
k46 i8 240
k46 i9 198
k46 i10 194
k46 i11 202
k46 i12 432
k46 i13 108
k46 i14 321
k46 i15 294
k46 i16 1691
k46 i17 166
k46 i18 33
k46 i19 321
k46 i20 220
k46 i21 455
k46 i22 360
k46 i23 2520
k46 i24 252
k46 i25 592
k46 i26 10
k46 i27 313
k46 i28 1538
k46 F101 406
k46 F102 135
k46 F103 285
k46 F104 456
k46 F105 485
k46 F106 521
k46 F107 217
k46 F108 65
k46 F109 86
k46 F110 327
k46 k1 83
k46 k2 188
k46 k3 140
k46 k4 945
k46 k5 38
k46 k6 256
k46 k7 756
k46 k8 58
k46 k9 46
k46 k10 490
k46 k11 310
k46 k12 118
k46 k13 66
k46 k14 80
k46 k15 273
k46 k16 457
k46 k17 345
k46 k18 375
k46 k19 494
k46 k20 488
k46 k21 596
k46 k22 495
k46 k23 621
k46 k24 377
k46 k25 415
k46 k26 385
k46 k27 370
k46 k28 321
k46 k29 284
k46 k30 321
k46 k31 337
k46 k32 277
k46 k33 470
k46 k34 220
k46 k35 485
k46 k36 212
k46 k37 191
k46 k38 196
k46 k39 200
k46 k40 179
k46 k41 170
k46 k42 132
k46 k43 66
k46 k44 213
k46 k45 48
k46 k46 0
k46 k47 236
